synthetic_transaction_id,synthetic_user_id,synthetic_account_id,timestamp,amount,currency,synthetic_merchant_id,merchant_category,transaction_channel,transaction_state,scenario_label,scenario_id,is_synthetic_scenario,label_source,label_definition,dataset_type,synthetic,source_system,dataset_version,transaction_hour,day_of_week,user_historical_transaction_count_before,user_historical_average_amount_before,time_since_previous_transaction_seconds,user_historical_category_frequency_before,dataset_split,scenario_injection_reason,generator_rule
syn-transaction-000020,syn-user-0332,syn-account-0332,2024-01-01T03:19:48Z,1940.80,INR,syn-merchant-0092,other,QR_SIMULATED,COMPLETED,normal,syn-scenario-000020,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,3,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000021,syn-user-0331,syn-account-0331,2024-01-01T03:20:44Z,972.10,INR,syn-merchant-0063,entertainment,QR_SIMULATED,COMPLETED,synthetic_unusual_time,syn-scenario-000021,True,generator_rule,"A transaction with a user-relative time deviation across late, borderline, and ordinary clock hours.",synthetic_research,True,SpendShield synthetic generator,v2,3,0,0,0.00,,0.0,train,"A transaction with a user-relative time deviation across late, borderline, and ordinary clock hours.",Vary time relative to the user's typical hour; do not use one globally exclusive UTC-hour window.
syn-transaction-000022,syn-user-0207,syn-account-0207,2024-01-01T03:23:06Z,957.45,INR,syn-merchant-0034,subscriptions,BANK_SIMULATED,COMPLETED,normal,syn-scenario-000022,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,3,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000023,syn-user-0201,syn-account-0201,2024-01-01T03:24:13Z,1039.45,INR,syn-merchant-0086,education,CARD_SIMULATED,COMPLETED,synthetic_unusual_time,syn-scenario-000023,True,generator_rule,"A transaction with a user-relative time deviation across late, borderline, and ordinary clock hours.",synthetic_research,True,SpendShield synthetic generator,v2,3,0,0,0.00,,0.0,train,"A transaction with a user-relative time deviation across late, borderline, and ordinary clock hours.",Vary time relative to the user's typical hour; do not use one globally exclusive UTC-hour window.
syn-transaction-000024,syn-user-0292,syn-account-0292,2024-01-01T03:25:39Z,721.78,INR,syn-merchant-0081,shopping,QR_SIMULATED,COMPLETED,synthetic_high_amount,syn-scenario-000024,True,generator_rule,"A transaction with a controlled, variable increase relative to synthetic user behavior.",synthetic_research,True,SpendShield synthetic generator,v2,3,0,0,0.00,,0.0,train,"A transaction with a controlled, variable increase relative to synthetic user behavior.","Apply a mixture of moderate, strong, user-relative, and category-compatible amount deviations."
syn-transaction-000025,syn-user-0228,syn-account-0228,2024-01-01T03:25:40Z,1758.62,INR,syn-merchant-0048,travel,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-000025,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,3,0,3,566.58,653,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000026,syn-user-0024,syn-account-0024,2024-01-01T03:27:17Z,365.26,INR,syn-merchant-0051,entertainment,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-000026,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,3,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000027,syn-user-0374,syn-account-0374,2024-01-01T03:28:46Z,1087.84,INR,syn-merchant-0052,food,QR_SIMULATED,COMPLETED,normal,syn-scenario-000027,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,3,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000028,syn-user-0375,syn-account-0375,2024-01-01T03:29:43Z,1255.38,INR,syn-merchant-0049,bills,CARD_SIMULATED,COMPLETED,normal,syn-scenario-000028,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,3,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000029,syn-user-0463,syn-account-0463,2024-01-01T03:36:09Z,428.56,INR,syn-merchant-0019,home,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-000029,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,3,0,1,161.53,1500,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000030,syn-user-0181,syn-account-0181,2024-01-01T03:52:33Z,788.60,INR,syn-merchant-0005,grocery,CARD_SIMULATED,COMPLETED,normal,syn-scenario-000030,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,3,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000031,syn-user-0296,syn-account-0296,2024-01-01T03:53:29Z,344.32,INR,syn-merchant-0074,education,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-000031,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,3,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000032,syn-user-0315,syn-account-0315,2024-01-01T04:10:15Z,133.58,INR,syn-merchant-0057,shopping,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-000032,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,4,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000033,syn-user-0211,syn-account-0211,2024-01-01T04:17:13Z,613.28,INR,syn-merchant-0074,education,WALLET_SIMULATED,COMPLETED,synthetic_behavior_deviation,syn-scenario-000033,True,generator_rule,"A transaction with one or more moderate changes from synthetic user category, merchant, channel, amount, frequency, or time behavior.",synthetic_research,True,SpendShield synthetic generator,v2,4,0,0,0.00,,0.0,train,"A transaction with one or more moderate changes from synthetic user category, merchant, channel, amount, frequency, or time behavior.",Select a varied subset of user-relative behavior changes without exposing the scenario label as a feature.
syn-transaction-000034,syn-user-0315,syn-account-0315,2024-01-01T04:19:26Z,185.31,INR,syn-merchant-0057,shopping,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-000034,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,4,0,1,133.58,551,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000035,syn-user-0219,syn-account-0219,2024-01-01T04:20:15Z,1124.91,INR,syn-merchant-0009,shopping,CARD_SIMULATED,COMPLETED,normal,syn-scenario-000035,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,4,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000036,syn-user-0406,syn-account-0406,2024-01-01T04:28:07Z,773.94,INR,syn-merchant-0015,entertainment,BANK_SIMULATED,COMPLETED,normal,syn-scenario-000036,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,4,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000037,syn-user-0297,syn-account-0297,2024-01-01T04:30:04Z,1143.95,INR,syn-merchant-0044,other,QR_SIMULATED,COMPLETED,synthetic_behavior_deviation,syn-scenario-000037,True,generator_rule,"A transaction with one or more moderate changes from synthetic user category, merchant, channel, amount, frequency, or time behavior.",synthetic_research,True,SpendShield synthetic generator,v2,4,0,0,0.00,,0.0,train,"A transaction with one or more moderate changes from synthetic user category, merchant, channel, amount, frequency, or time behavior.",Select a varied subset of user-relative behavior changes without exposing the scenario label as a feature.
syn-transaction-000038,syn-user-0328,syn-account-0328,2024-01-01T04:37:20Z,542.10,INR,syn-merchant-0029,grocery,BANK_SIMULATED,COMPLETED,normal,syn-scenario-000038,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,4,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000039,syn-user-0075,syn-account-0075,2024-01-01T04:46:04Z,411.97,INR,syn-merchant-0095,transport,CARD_SIMULATED,COMPLETED,synthetic_unusual_time,syn-scenario-000039,True,generator_rule,"A transaction with a user-relative time deviation across late, borderline, and ordinary clock hours.",synthetic_research,True,SpendShield synthetic generator,v2,4,0,0,0.00,,0.0,train,"A transaction with a user-relative time deviation across late, borderline, and ordinary clock hours.",Vary time relative to the user's typical hour; do not use one globally exclusive UTC-hour window.
syn-transaction-000040,syn-user-0077,syn-account-0077,2024-01-01T04:47:31Z,242.00,INR,syn-merchant-0035,transport,BANK_SIMULATED,COMPLETED,synthetic_high_amount,syn-scenario-000040,True,generator_rule,"A transaction with a controlled, variable increase relative to synthetic user behavior.",synthetic_research,True,SpendShield synthetic generator,v2,4,0,0,0.00,,0.0,train,"A transaction with a controlled, variable increase relative to synthetic user behavior.","Apply a mixture of moderate, strong, user-relative, and category-compatible amount deviations."
syn-transaction-000041,syn-user-0399,syn-account-0399,2024-01-01T05:01:57Z,211.32,INR,syn-merchant-0017,grocery,QR_SIMULATED,COMPLETED,normal,syn-scenario-000041,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,5,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000042,syn-user-0344,syn-account-0344,2024-01-01T05:03:23Z,6077.67,INR,syn-merchant-0093,shopping,BANK_SIMULATED,COMPLETED,synthetic_high_amount,syn-scenario-000042,True,generator_rule,"A transaction with a controlled, variable increase relative to synthetic user behavior.",synthetic_research,True,SpendShield synthetic generator,v2,5,0,0,0.00,,0.0,train,"A transaction with a controlled, variable increase relative to synthetic user behavior.","Apply a mixture of moderate, strong, user-relative, and category-compatible amount deviations."
syn-transaction-000043,syn-user-0283,syn-account-0283,2024-01-01T05:08:24Z,1032.51,INR,syn-merchant-0003,entertainment,CARD_SIMULATED,COMPLETED,normal,syn-scenario-000043,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,5,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000044,syn-user-0131,syn-account-0131,2024-01-01T05:33:44Z,466.90,INR,syn-merchant-0035,transport,QR_SIMULATED,COMPLETED,normal,syn-scenario-000044,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,5,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000045,syn-user-0269,syn-account-0269,2024-01-01T05:43:40Z,1738.13,INR,syn-merchant-0096,travel,BANK_SIMULATED,COMPLETED,normal,syn-scenario-000045,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,5,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000046,syn-user-0031,syn-account-0031,2024-01-01T05:49:00Z,714.75,INR,syn-merchant-0084,travel,WALLET_SIMULATED,COMPLETED,synthetic_unusual_time,syn-scenario-000046,True,generator_rule,"A transaction with a user-relative time deviation across late, borderline, and ordinary clock hours.",synthetic_research,True,SpendShield synthetic generator,v2,5,0,0,0.00,,0.0,train,"A transaction with a user-relative time deviation across late, borderline, and ordinary clock hours.",Vary time relative to the user's typical hour; do not use one globally exclusive UTC-hour window.
syn-transaction-000047,syn-user-0090,syn-account-0090,2024-01-01T05:50:01Z,437.51,INR,syn-merchant-0089,grocery,BANK_SIMULATED,COMPLETED,normal,syn-scenario-000047,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,5,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000048,syn-user-0225,syn-account-0225,2024-01-01T05:57:29Z,877.31,INR,syn-merchant-0046,subscriptions,BANK_SIMULATED,COMPLETED,normal,syn-scenario-000048,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,5,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000049,syn-user-0006,syn-account-0006,2024-01-01T06:06:14Z,578.97,INR,syn-merchant-0035,transport,QR_SIMULATED,COMPLETED,synthetic_behavior_deviation,syn-scenario-000049,True,generator_rule,"A transaction with one or more moderate changes from synthetic user category, merchant, channel, amount, frequency, or time behavior.",synthetic_research,True,SpendShield synthetic generator,v2,6,0,0,0.00,,0.0,train,"A transaction with one or more moderate changes from synthetic user category, merchant, channel, amount, frequency, or time behavior.",Select a varied subset of user-relative behavior changes without exposing the scenario label as a feature.
syn-transaction-000050,syn-user-0462,syn-account-0462,2024-01-01T06:07:01Z,2134.59,INR,syn-merchant-0048,travel,QR_SIMULATED,COMPLETED,normal,syn-scenario-000050,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000051,syn-user-0037,syn-account-0037,2024-01-01T06:14:57Z,1398.10,INR,syn-merchant-0019,home,WALLET_SIMULATED,COMPLETED,synthetic_high_amount,syn-scenario-000051,True,generator_rule,"A transaction with a controlled, variable increase relative to synthetic user behavior.",synthetic_research,True,SpendShield synthetic generator,v2,6,0,0,0.00,,0.0,train,"A transaction with a controlled, variable increase relative to synthetic user behavior.","Apply a mixture of moderate, strong, user-relative, and category-compatible amount deviations."
syn-transaction-000052,syn-user-0193,syn-account-0193,2024-01-01T06:22:27Z,1241.36,INR,syn-merchant-0045,shopping,CARD_SIMULATED,COMPLETED,normal,syn-scenario-000052,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000053,syn-user-0293,syn-account-0293,2024-01-01T06:26:14Z,829.89,INR,syn-merchant-0017,grocery,CARD_SIMULATED,COMPLETED,normal,syn-scenario-000053,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000054,syn-user-0293,syn-account-0293,2024-01-01T06:30:50Z,804.01,INR,syn-merchant-0054,healthcare,CARD_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-000054,True,generator_rule,A transaction with a varied short-to-borderline interval after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v2,6,0,1,829.89,276,0.0,train,A transaction with a varied short-to-borderline interval after the same user's prior activity.,"Use a mixture of short, borderline, and longer repeat intervals with variable merchant/category reuse."
syn-transaction-000055,syn-user-0037,syn-account-0037,2024-01-01T06:31:03Z,700.47,INR,syn-merchant-0055,home,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-000055,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,0,1,1398.10,966,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-000056,syn-user-0457,syn-account-0457,2024-01-01T06:34:46Z,1116.64,INR,syn-merchant-0092,other,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-000056,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,0,0,0.00,,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
